PM2.5,PM10,NO2,SO2,CO,O3,Diphtheria_Risk
112.36203565420875,74.05317153544786,52.341136747181196,67.2702994208898,5.719958782835928,78.72710405548841,No
285.21429192297484,216.76037895134326,49.395759814399966,79.66813971913723,8.054323292999863,94.68713187500428,Yes
219.59818254342153,349.1783343505633,181.25091610420733,25.046789879249896,7.60160929790159,170.90947864043608,No
179.59754525911097,292.88995456382446,49.90923996990122,62.48740996069989,1.5389990469377368,68.00087721197843,No
46.80559213273096,322.6244591445799,54.3899452257262,57.17459831437487,1.492494697414739,173.92993696243425,Yes
46.798356100860794,263.51334668428694,151.87965248359274,83.28303767882711,2.6817436774491332,17.626886195338297,No
17.42508365045984,276.910625807141,89.947968490108,90.60870604812605,3.610747263410372,155.35968744172615,No
259.85284373248055,339.6782606261277,155.34211139103624,1.2156771477386807,4.084555814084826,169.50952661094726,Yes
180.33450352296265,99.86720354367438,13.073231512877047,67.40199190587927,6.796972168333452,36.36353056746775,No
212.42177333881364,195.76998545725618,97.51423873467687,5.1835799119729025,0.566804321658354,86.06930647444008,Yes
6.175348288740734,88.48377672784089,6.7227200366565265,54.88586650773559,0.34672704226066386,33.09995493273112,No
290.9729556485983,395.0672031986588,12.530640691070904,28.76327290436782,3.9191056294390902,141.32082579884354,No
249.7327922401265,377.6237358746453,181.28749066888219,30.67765995221412,6.971636921379805,107.06955361233135,No
63.701733203482846,15.77072454740236,27.849074223519033,35.29585034523566,1.9343534295648257,127.0646693416642,No
54.54749016213019,282.23006900627536,106.48413645504343,62.12924490496101,6.415044812562517,39.29739339124223,Yes
55.02135295603014,370.09932696626635,82.2191205201413,33.40499656687692,2.5982813794029944,42.3491724104839,No
91.27267288786132,72.23013805093342,69.46866525176854,73.26990505902803,8.860861088135163,8.299465101981273,Yes
157.42692948967135,227.1780922210518,179.9666691374545,40.45273855738697,8.956899442666165,64.41350703914594,Yes
129.58350559263474,366.19531903521676,4.3646793550979,6.835320030995861,2.9728720428132647,111.94893226673499,No
87.36874205941257,13.578391434319537,132.75793723511782,78.37598424841073,2.2999375396324053,171.58698279946577,Yes
183.55586841671385,278.968106898736,192.67888684271009,28.5758324592706,4.113039720662313,133.38548949173614,Yes
41.84815819561255,118.93960294902031,112.03363669236839,43.276687959926264,2.405315851801487,87.07926467995028,No
87.64339456056544,369.7584781506122,187.36449240661835,68.54438832219016,6.723838432917036,190.62402287882756,No
109.90855298810752,388.4232980661471,10.451575857204753,33.2456157148712,8.260646845482855,143.84904011516636,Yes
136.82099526511078,377.70659564537357,83.75866381483227,5.658565614671563,6.73092130911217,186.03304057251,Yes
235.55278841790408,189.68568666298552,52.03155819241023,37.39210470128136,8.243504472493495,105.51759465443314,Yes
59.90213464750792,344.8170603957254,146.16419299614597,94.44485826943034,3.9699216220747413,51.78085495862792,No
154.27033152408347,337.81975941402817,196.25941809944933,64.17343972985582,1.5631697070886086,10.565337272944397,Yes
177.72437065861274,127.64018929730226,51.30601248884956,67.1479148667207,7.379509473975921,145.21697029677009,No
13.935123815999317,331.56618966027094,130.8349202948149,63.22821536376399,3.604745051415539,24.260599601106826,Yes
182.26345557043152,14.803053886197048,39.61952655194803,19.899213895943678,6.712708252291325,60.55502565439343,No
51.15723710618746,238.5079513928212,113.06605091432198,41.833386410228016,2.7064394198176567,106.49418157677948,Yes
19.515477895583857,92.00353491508122,92.78649733766724,75.09397983633183,0.8122963480667267,112.88331755594953,No
284.66566117599996,48.226754310911524,194.4010659263074,10.137289755315916,9.925817954877633,120.1166393974272,Yes
289.6896099223678,30.781280651683662,121.70545453929331,27.785277608971228,1.5620150793059928,33.25106606994013,No
242.51920443493833,278.5155103512559,69.90127441736375,27.631910846585363,9.884209939634811,75.94748096432976,Yes
91.3841307520112,135.94998550722644,22.819156977586672,43.2018927594506,9.772799325664472,123.43884542339335,No
29.30163420191516,289.9067086115046,30.24936574698691,98.0368740942185,7.938181039080396,193.96377292675695,No
205.26990795364708,26.142536319576948,45.06338599024702,6.750254668382194,6.594229620819975,145.52622753993774,Yes
132.0457481218804,126.11613513224414,50.1933322680596,51.870099438059505,5.778070502510847,184.52075141879158,No
36.61147045343365,215.7965169501349,170.12321156822756,17.936468201221047,8.661015453778347,152.4424116628354,No
148.55307303338105,316.28926593558543,112.24455765650498,97.06765454097442,2.894395216194879,118.34339377848009,Yes
10.316556334565519,127.50100117282797,104.6781822748733,11.33035047274642,4.67681212484877,38.40467382726891,No
272.79612062363464,250.35655057480363,22.953774373843494,40.36010023615913,6.193899693665019,133.33713037850262,Yes
77.63399448000507,354.3910992944748,172.027938669887,73.78849848346061,4.1119047586949105,124.67591319198141,No
198.75668530619458,246.34527527292184,144.56286064169674,70.45544280274453,4.27486454090268,120.4938340914533,No
93.51332282682328,93.18378990145351,13.533672380000317,42.272863689393226,3.3028466750208443,97.95717359764815,Yes
156.02040635334325,9.760312622615208,141.56701944595375,34.652416795271826,5.64231816684536,105.73132079785512,No
164.01308380298389,348.03954956037194,108.70764346852921,39.76123785528706,8.50574528015116,66.88850542362081,No
55.45633665765811,8.507764340154855,16.345069149355652,26.42762631586393,2.0152837800631285,103.86253852846063,No
290.8753883293676,349.88066907367977,91.66012830573129,20.53329387067998,9.344330387534415,39.51118113569565,Yes
232.53984700833436,211.5748536108848,96.93925742600939,48.303969755889,6.8908765374822964,161.03487947207535,No
281.8496824692567,375.6270794051585,33.15490803265515,26.853375606760732,8.232732126800302,37.155390939741565,Yes
268.44820512829466,319.5132943094662,189.13962940005646,28.746166489725013,5.561906926300116,16.993257977893283,Yes
179.36999364332553,399.17364421333497,169.99507429613237,65.67560634745571,7.795167014240635,87.24920527143148,No
276.562270506935,140.28472618068406,133.80446746582166,96.85373316998923,0.1620039733946721,131.66148790121238,Yes
26.54775061557585,306.87531557245075,92.45911220012144,60.363720055937506,8.183804247795353,87.54336498670827,Yes
58.79485872574356,160.77236544369686,82.3531083169017,7.697946706496628,0.4013885908536652,55.35082639026172,No
13.56818667316142,191.95024812156353,130.19469343019082,7.558361385406698,8.899133763628624,111.63423677808815,No
97.5990992289793,251.00218528734803,109.08637388138109,95.1423220845566,9.919627472386432,69.40046708243999,No
116.6031869068446,349.4708456745355,12.454621176377124,29.729079030733363,2.940674621767778,186.57353802532663,Yes
81.40470953216877,393.63338767971806,102.50052975406633,9.206698608247542,2.1031855628579366,184.5290279207144,Yes
248.6212527455788,307.3093655458073,161.2807234465679,59.90445871503815,7.653633638580407,100.4743639944191,Yes
107.02599800807678,167.1067128669335,91.84797551939161,62.36487782902661,2.530263409202532,65.5767988036517,No
84.28035290621423,168.54280091082808,10.391315510853683,64.85048201186882,8.655623831722036,147.42648279132783,Yes
162.80882494747453,295.0329206355566,157.2556398768066,26.74020278575413,1.028425921574767,7.342588696613328,No
42.27726749242879,95.51085830732093,40.27275642719488,1.5110684214475034,1.2595519637935826,94.95380120873025,No
240.6590942262119,44.18964525255787,51.72416697760775,96.50153694544719,9.791515551006157,67.2646788540667,Yes
22.365193103931247,141.84886305631062,32.94127068645918,25.089304569110247,6.738388982700046,184.10717702051093,Yes
296.06608098015516,114.8955966616327,66.04301297429951,67.60262880525475,8.468872244289528,2.4006054545365085,Yes
231.67343078899722,118.52324818239603,151.350301137727,70.66298698787095,3.2432937735151803,110.56297514366982,No
59.61470446025172,93.44310041996397,103.87717190078747,61.00074170794857,6.764837495206044,148.1327162133252,Yes
1.6566351370807197,16.837275854544753,40.97625483014251,31.290739421364822,5.942418273085972,97.00359750480825,No
244.63842853645025,7.149573893365524,175.56601563040817,27.109625376406576,6.03150120122947,17.08060603254433,Yes
212.05720315428513,395.0889558944126,175.91637099030584,59.76682827027031,6.825324595377216,194.49227800558043,Yes
218.7021504122962,171.10925349434493,174.11568500920137,86.60956336116915,5.753591731290985,103.60208627521959,Yes
231.38110400578373,153.73065886387266,47.75924227630786,94.67337289233956,4.290623693026659,122.83724886380227,Yes
22.21339552022711,271.85891307722795,90.24786883619763,10.590580440375764,2.7592269438054684,47.321956541501464,No
107.53971856328178,87.30155514602566,196.99793122817502,15.482861259771985,7.68581330913202,96.69961702136077,No
34.760717857538914,379.98447358009014,154.40249526199807,94.47362587830797,2.262724300031862,85.82989839166437,Yes
258.93102776267807,314.5380057662208,5.433484245111964,73.65352283347926,6.923543061544142,14.979168400396748,Yes
186.98943804826737,35.7644009249038,13.040918252098411,88.29938248297731,2.3333282264932667,21.232070709493446,No
99.26940745579475,167.03231031397135,92.78627536246655,20.263263413534315,6.253301699544539,167.4945039237549,Yes
19.067505085807092,351.6473230248659,181.84404117231202,58.758587110940184,7.470782671290289,47.963990441318046,Yes
93.29469651469866,377.8928089165641,107.74035959054285,70.11395944174737,2.187138889065392,38.99165429972611,Yes
97.55499660802411,186.9606044999479,99.56250160685805,68.01118854469726,0.5994330086130828,100.98229025002784,No
218.88185350141922,245.3645556842831,21.094739991326115,40.81516908666981,1.3097374299417408,153.74942627250257,No
